,text,score
7625,    ko should and will see an esg driven activist campaign in the next five years  jeff uber has said as much ,0.0
7626,with the u s  federal government putting a stake in the ground   vendors   and their customers   are focused on meeting the deadline   ,0.0
7627,telecom stocks to benefit from positive triggers  bharti and idea top picks  sandeep nayak,1.0
7628,operating profit   excluding non recurring items   totalled eur 0 mn   down from eur 6 mn   ,-1.0
7629,remember the turn  now start preparing for the greatest market crash in history  i say it like i see it     tsla  spy  gild  abbv  pfe  teva  tdoc  vix  vxx  uvxy  svxy  spx  goog  amzn  fb https   t co ohukyvrnim,-1.0
7630, goog  patent systems and methods for accessing multiple resources via one identifier  tech  ip  research https   t co qgn9utcruq,0.0
7631,vw hits year low as diesel emissions fallout spreads to france,-1.0
7632,finnish plumbing and heating systems supplier uponor  s net sales in continuing business operations decreased to eur 1 mn in july september   compared to eur 1 mn in the third quarter of   ,-1.0
7633,changes to the as built models from the design were communicated to the subcontractors to accommodate them into the steel and grc fabrication process   ,0.0
7634,if market condition improves  dis   aapl   fdx   cost   cat   de strike prices can be bought  this are really cheap but timing is important  https   t co lqtxsnng8b,1.0
7635,operating profit in the fourth quarter fell to eur33m from eur39m a year earlier   ,-1.0
7636,chief executive officer olli pekka kallasvuo  s changes on tuesday mark the third time in nine months the company has reshuffled executives and operations as nokia loses ground to apple  s iphone and rim  s blackberry   ,-1.0
7637,l  nnen tehtaat  s food division was reorganised into two strategic business units   apetit frozen foods and jams   and apetit fish   ,0.0
7638,in the beginning of the negotiations   the estimated number of reductions was at the maximum   ,0.0
7639,nikkei posts biggest drop in weeks  downing of malaysia jet hits mood,-1.0
7640,citic securities urges china s central bank to cut rates  reserve requirements,-1.0
7641,metsaliitto will sell 1 million b shares of neomarkka   accounting for about 3 pct of neomarkka  s equity and about 7 pct of the voting rights   ,0.0
7642,op pohjola group  s capital adequacy ratio under the act on credit institutions stood at 1   and tier ratio at 1     ,0.0
7643,stichting pensioenfonds abp   118 shares representing 19   of the share capital and voting rights   ,0.0
7644,the largest construction company in finland   yit corporation   is to acquire   of the shares in the slovak construction company reding bratislava   ,0.0
7645,the company will use the money for product development and research activities through in its key markets finland   germany   italy and france   ,0.0
7646, i don t know who needs to hear this  but  amzn is ridiculously overvalued at the current price ,-1.0
7647,in the third quarter of fiscal efore swung to a net loss of eur 000 versus a net profit of eur 000 for the corresponding period of fiscal   ,-1.0
7648,elisa said mobile subscriptions grew percent during   mainly because of customers adopting so called third generation mobile technology   ,1.0
7649,icra downgrades vijay mallya s united spirits  for delay in debt servicing,-1.0
7650,finnish security and privacy software solutions developer stonesoft oyj said on january   that the preliminary sales of its stonegate products grew by pct year on year to 6 mln euro     3 mln   for the fourth quarter of   ,1.0
7651,   nokia  s calling all innovators africa competition has been specifically launched to enable developers to create locally relevant   best of breed mobile applications      ,1.0
7652,operating profit fell to eur 3 mn from eur 2 mn in the second quarter of   ,-1.0
7653,finnish power company fortum reports   of its electricity was generated without carbon dioxide emissions in   ,0.0
7654,itc s profitability at the net level was disappointing  avinnash gorakssakar,-1.0
7655,deregulation of rate will create cost pressure on banks  dhiraj agarwal  standard chartered capital markets,-1.0
7656, new post  why volatility suggests further equity weakness may be in store  vix  spx  https   t co phvswbtbhu,-1.0
7657,finnish food workers   union sel plans to hasten its collective bargaining with a two day strike that would begin on april   in finland   ,-1.0
7658,changes being announced today will be effective after the close of trading on friday   june     ,0.0
7659,arto ryymin   born   will replace juhani kaisanlahti who has worked as acting evp   healthcare   welfare since august   ,0.0
7660,peoples financial services corp  has  29 million stock holdings in pfizer  pfe https   t co fbltezgk7i,0.0
7661,finnish management software solutions provider ixonos oyj net profit decreased to 000 euro     000   for the first quarter of from 000 euro     0 mln   for the same period of   ,-1.0
7662,the aim of the ceo  s q a sessions is to give further clarity on information   which has been made public already earlier   ,0.0
7663,hcl technologies down nearly  post q4 results  worst fall since july ,-1.0
7664, october   finnish wood products technology supplier raute oyj hel   rutav said today it swung to a net profit of eur3m for the first nine months of versus a net loss of eur5  m for the same period a year earlier   ,1.0
7665,sterling slips as scottish vote nears  soft uk inflation could hurt,-1.0
7666,jensen   njastein and mike critch   the head of dovre north america business unit   will report to toivola   ,0.0
7667,both operating profit and net sales for the month period increased   respectively from eur21  m and eur196  m   as compared to   ,1.0
7668,gspc likely to postpone ipo as merchant bankers advise caution,-1.0
7669,the company is also featured in the ethibel pioneer investment register and included in innovest  s global list of the world  s most sustainable corporations   ,1.0
7670,the impact on tietoenator  s net sales for from the purchase is expected to be some mln euro   9 mln   ,0.0
7671,   this is a significant milestone for benefon   helping us to secure critical usp  s for our personal navigation product roadmap for and beyond      commented simon button   chief technology officer at benefon   ,1.0
7672,for the current year   raute expects its net sales to increase and the operating result    to be positive   ,1.0
7673,the acquisition of boomeranger boats oy is in line with the done solutions strategy of developing its business through company acquisitions   ,1.0
7674,in q1 of   bank of   land  s net interest income increased from eur 1 mn to eur 7 mn   ,1.0
7675,the composite body is coated with a hard coating layer produced by thermal spraying   and the coating is ground      ,0.0
7676,  adp news     feb     finnish computer services company proha oyj   hel   art1v   said today its net loss narrowed to eur 000   usd 000   for from eur 2 million for   ,1.0
